1,3,4,0,1,4,1,0,1,2,1.428571429,1872,0,0,0.976190476,1,0,0,618.3333333,1,0.3333,1872,0,1872,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,5,3,0,20,30,0,0,20,4,0.75,144,1,1,0.933333333,0.333333333,2,6,27.4,3,1.2,144,0,144,0,0,5,3,0,20,33,0,0,20,4,0.5,176,1,1,0.933333333,0.333333333,2,7,33.8,6,1.8,23,6,167,6,0
2,12,1,0,15,62,66,2,13,9,0.909090909,477,0,0,0,0.25,0,0,38.58333333,5,2,477,0,477,0,1,13,1,0,11,54,76,1,10,9,0.875,371,0.5,1,0,0.208333333,0,0,27.23076923,5,1.9231,61,112,538,112,1
1,28,3,0,12,104,222,1,11,17,0.855967078,2480,0.888888889,5,0.866666667,0.196296296,2,26,87.25,3,1.1429,2480,0,2480,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,4,7,0,10,13,6,0,10,3,2,81,0,0,0.96,0.5,3,8,19.25,1,0.75,81,0,81,0,0,4,7,0,7,13,6,0,7,3,2,81,0,0,0.96,0.5,3,8,19.25,1,0.75,1,3,82,3,1
2,31,3,2,23,77,241,11,14,26,0.733333333,1095,0.4,2,0.641975309,0.180107527,2,9,34.16129032,17,3.0645,1095,0,1095,0,0,31,3,2,22,78,239,11,13,26,0.733333333,1095,0.4,2,0.641975309,0.180107527,2,9,34.16129032,17,3.0645,1,3,1096,3,1
2,0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,34,39,34,39,0
2,8,4,9,18,21,28,9,9,4,2,110,0,0,0.872727273,0.5,2,5,12.75,2,1.125,110,0,110,0,0,8,4,9,18,21,8,9,9,4,2,110,0,0,0.872727273,0.5,2,5,12.75,2,1.125,1,4,111,4,1
1,3,4,0,1,4,1,0,1,2,1.423076923,3769,0,0,0.976190476,1,0,0,1251,1,0.3333,3769,0,3769,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,74,3,2,48,113,2539,38,17,70,0.966051221,1136,0.913043478,4,0.728624535,0.073443008,3,19,14.04054054,16,1.8378,1136,0,1136,0,0,74,3,2,47,119,2539,37,17,70,0.966051221,1136,0.913043478,4,0.728624535,0.073443008,3,19,14.04054054,16,1.8378,878,700,2014,700,1
