4,5,7,0,8,52,2,1,8,4,0.5,364,1,1,0.99391172,0.466666667,0,0,70.8,3,1.6,0,5,7,0,8,49,2,1,8,4,0.5,362,1,1,0.99391172,0.466666667,0,0,70.4,4,1.8,0,5,7,0,8,50,2,1,8,4,0.5,362,1,1,0.993939394,0.466666667,0,0,70.4,4,1.8,0,5,7,0,8,52,2,1,8,4,0.5,372,1,1,0.993939394,0.466666667,0,0,72.4,5,2,0
4,3,6,0,4,34,1,1,3,1,0.5,370,1,0,0.996987952,1,2,4,118,5,2.6667,0,5,6,0,5,28,0,2,4,1,0.708333333,337,1,0,0.993993994,0.5,2,4,64,3,1.6,1,5,6,0,5,28,0,2,4,1,0.708333333,338,1,0,0.994056464,0.5,2,4,64.2,3,1.6,0,7,6,0,6,36,3,2,6,1,0.788888889,508,1,0,0.991111111,0.5,3,5,69.42857143,6,1.8571,0
1,17,1,0,5,17,136,4,1,17,2,17,0,0,0,0.394957983,0,0,0,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,8,1,2,18,27,0,16,3,8,0.523809524,155,0.333333333,0,0,0.35,0,0,18,3,1.5,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,30,4,0,10,73,337,7,7,25,0.927203065,628,1,3,0.957037037,0.127777778,3,18,19.33333333,20,1.9,1,43,4,0,15,111,759,6,14,37,0.956190476,981,0.88,3,0.938953488,0.121645796,3,17,21.23255814,31,1.8837,1,43,4,0,13,108,737,6,12,36,0.940952381,956,0.88,3,0.938953488,0.121645796,3,17,20.65116279,29,1.8837,1,40,4,0,14,106,606,5,14,36,0.929230769,1100,0.88,3,0.943065693,0.125,3,17,25.875,31,2.1,1
4,2,2,0,12,22,1,1,11,1,2,185,0,0,0.947368421,0.625,1,2,91.5,1,0.5,0,2,2,0,12,22,1,1,11,1,2,186,0,0,0.947368421,0.625,1,2,92,1,0.5,0,2,2,0,13,25,1,1,12,1,2,214,0,0,0.947368421,0.625,1,2,106,1,0.5,0,2,2,0,16,27,1,1,15,1,2,227,0,0,0.947368421,0.625,1,1,112.5,1,0.5,0
1,2,1,0,4,2,1,4,2,2,2,2,0,0,0,1,0,0,0,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,3,1,0,13,34,1,2,13,3,0.5,227,1,0,0,0.555555556,0,0,74.33333333,18,6.3333,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,6,2,0,6,50,9,3,5,3,0.8,305,1,0,0.924242424,0.305555556,0,0,49.16666667,8,2,1,6,2,0,8,54,7,3,7,3,0.75,336,1,0,0.924242424,0.305555556,0,0,54.33333333,12,3.6667,1,6,2,0,8,54,5,3,7,2,0.72,377,1,0,0.924242424,0.305555556,0,0,61,13,3.8333,0,8,2,0,9,56,12,3,8,4,0.771428571,386,1,0,0.897058824,0.3125,0,0,46.625,15,2.875,0
4,3,2,0,4,9,1,1,3,0,0.5,71,1,0,0.777777778,0.444444444,1,2,22.33333333,6,2.3333,0,3,2,0,4,9,1,1,3,0,0.5,71,1,0,0.777777778,0.444444444,1,2,22.33333333,6,2.3333,0,3,2,0,4,9,1,1,3,0,0.5,71,1,0,0.777777778,0.444444444,1,2,22.33333333,6,2.3333,0,3,2,0,4,9,1,1,3,0,0.5,71,1,0,0.777777778,0.444444444,1,2,22.33333333,6,2.3333,0
